价格,网址,商品名称,裸机重量,厚度,屏幕尺寸,待机时长,商品产地,屏幕色域,系统,显存,内存,硬盘,显卡
9949.0,//item.jd.com/46341343514.html,ThinkPadT590,none,none,none,none,none,none,Windows 10,none,none,none,none
7699.0,//item.jd.com/5751698.html,联想MIIX 520,none,9.1mm-11mm,12.2英寸,none,中国大陆,none,windows,none,none,none,none
17199.0,//item.jd.com/100006008785.html,VAIOVJS142C0311A,1-1.5KG,15.1mm—18.0mm,none,7-9小时,日本,none,Windows 10,none,16G,none,集成显卡
5579.0,//item.jd.com/100004882556.html,华硕灵耀Deluxe,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
4989.0,//item.jd.com/61216591844.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,none,2GB,8G,256G SSD+1T HDD,高性能游戏独立显卡
3999.0,//item.jd.com/100006040396.html,ThinkPadE595,2-2.5kg,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,none,8G,128G SSD+1T HDD,集成显卡
15988.0,//item.jd.com/100009996762.html,微软Surface Laptop 3,1-1.5KG,15.0mm及以下,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
8699.0,//item.jd.com/100013208392.html,宏碁暗影骑士,2-2.5kg,20.0mm—25.0mm,15.6英寸,7-9小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,none,GTX1660Ti
8499.0,//item.jd.com/100010959372.html,ThinkPadS2,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,5-7小时,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
5699.0,//item.jd.com/68204566246.html,华硕（ASUS）S4600FL,1-1.5KG,15.1mm—18.0mm,none,7-9小时,none,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
16888.0,//item.jd.com/6663565.html,微软SurfaceBook2,none,11.1mm及以上,其他,none,中国大陆,none,windows,none,none,none,none
9999.0,//item.jd.com/100011517226.html,LGgram,none,15.1mm—18.0mm,16英寸及以上,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
4699.0,//item.jd.com/100006294515.html,ThinkPadThinkBook,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,none,中国大陆,none,Windows 10,none,8G,256G SSD,其他
5649.0,//item.jd.com/62620009482.html,ThinkPad E15 15.6英寸,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
6799.0,//item.jd.com/50203346546.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,16G,256G SSD+1T HDD,高性能游戏独立显卡
7499.0,//item.jd.com/100012513466.html,未来人类DR5,2.5kg以上,25.0mm以上,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,256G SSD+1T HDD,GTX1660Ti
5999.0,//item.jd.com/65717147998.html,联想（Lenovo）YOGAS740,1-1.5KG,15.0mm及以下,none,＞12小时,中国大陆,none,Windows 10,2GB,16G,512G SSD,MX250
16009.0,//item.jd.com/100005212843.html,雷蛇灵刃15标准版,2-2.5kg,20.0mm以下,15.6英寸,5-7小时,中国大陆,none,none,6G,none,none,none
15988.0,//item.jd.com/100009996754.html,微软Surface Laptop 3,1-1.5KG,15.0mm及以下,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
7299.0,//item.jd.com/48691868299.html,惠普（HP）0132TX/0135TX/0137TX/0139TX/0040TXPRC/0209TX,2-2.5kg,20.0mm以上,none,小于5小时,中国大陆,none,Windows 10,6GB,8G,512G SSD,高性能游戏独立显卡
8999.0,//item.jd.com/100007136939.html,戴尔G5,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 Office,6G,16G,512G SSD,RTX2060
10999.0,//item.jd.com/67149040415.html,雷神（ThundeRobot）雷神911Pro黑金2代,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,none,72%NTSC,其他,8G,none,none,其他
9699.0,//item.jd.com/100012344936.html,雷神新911,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,其他,6G,16G,512G SSD,RTX2060
10599.0,//item.jd.com/59706861164.html,联想（Lenovo）Lenovo YB-J912L,小于1KG,15.0mm及以下,none,7-9小时,中国大陆,none,Windows 10,none,8G,512G SSD,none
11988.0,//item.jd.com/100011317390.html,微软Surface Pro X,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
9299.0,//item.jd.com/100005188209.html,小米小米-游戏本,2.5kg以上,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,none,GTX1660Ti
8799.0,//item.jd.com/100006365929.html,LGgram,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
7199.0,//item.jd.com/100006650481.html,雷神911MT,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,其他,6G,8G,512G SSD,GTX1660Ti
3699.0,//item.jd.com/100011697986.html,ThinkPadE15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,none,4G,256G SSD,集成显卡
7699.0,//item.jd.com/100010959374.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
3199.0,//item.jd.com/66619399594.html,华硕（ASUS）Y4200FB,1.5-2kg,20.0mm以上,none,小于5小时,none,none,Windows 10,2GB,4G,256G SSD,入门级游戏独立显卡
3999.0,//item.jd.com/46372234093.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,8G,none,高性能游戏独立显卡
3999.0,//item.jd.com/100007990368.html,戴尔Latitude 3400,1.5-2kg,15.1mm—18.0mm,none,＞12小时,中国大陆,none,Windows 10,共享系统内存（集成）,4G,none,集成显卡
5389.0,//item.jd.com/61216591845.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,none,2GB,16G,256G SSD+1T HDD,高性能游戏独立显卡
10599.0,//item.jd.com/65856580959.html,联想（Lenovo）Lenovo YB-J912L,小于1KG,15.0mm及以下,none,7-9小时,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
5499.0,//item.jd.com/100003605671.html,华硕FL8700,1.5-2kg,20.0mm以上,15-15.9英寸,小于5小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
5499.0,//item.jd.com/66058117631.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
6299.0,//item.jd.com/100012522512.html,惠普星14,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,16G,512G SSD,MX330
5598.0,//item.jd.com/56054727136.html,ThinkPadThinkBook 14s,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,none,none,Windows 10,2GB,8G,512G SSD,其他
7599.0,//item.jd.com/100007030863.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
4899.0,//item.jd.com/100005039097.html,惠普星13,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,其它,8G,512G SSD,集成显卡
9199.0,//item.jd.com/100007205819.html,宏碁暗影骑士,2.5kg以上,20.0mm—25.0mm,17.3英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,none,GTX1660Ti
6399.0,//item.jd.com/50203346545.html,联想（Lenovo）联想扬天V15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,小于5小时,中国大陆,none,Windows 10,2GB,8G,256G SSD+1T HDD,高性能游戏独立显卡
4199.0,//item.jd.com/100007825576.html,小米小米笔记本,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,7-9小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,入门级游戏独立显卡
4199.0,//item.jd.com/100010079806.html,华为荣耀MagicBook,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
4899.0,//item.jd.com/65388967417.html,ThinkPadThinkPad E14,1.5-2kg,20.0mm以上,none,none,none,none,Windows 10,共享系统内存（集成）,8G,512G SSD,none
31999.0,//item.jd.com/100006954708.html,华硕灵耀X2 Pro,大于2.5KG,20.0mm以上,15-15.9英寸,9小时以上,中国大陆,none,Windows 10,none,32G,none,高性能游戏独立显卡
8449.0,//item.jd.com/56048117060.html,ThinkPadT590,none,none,none,none,none,none,Windows 10,其它,none,none,none
19088.0,//item.jd.com/100006014351.html,微软Surface Laptop 3,1-1.5KG,15.0mm及以下,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,none,16G,none,集成显卡
5699.0,//item.jd.com/100010213530.html,ThinkPadE系列,1.5-2kg,20.0mm以上,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
6199.0,//item.jd.com/100004938874.html,微星GF63游戏本,1.5-2kg,20.0mm—25.0mm,15.6英寸,5-7小时,中国大陆,none,windows 10 不带Office,4G,8G,256G SSD,GTX MaxQ
4897.0,//item.jd.com/65388967412.html,ThinkPadThinkPad E14,1.5-2kg,20.0mm以上,none,none,none,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
3799.0,//item.jd.com/53066721084.html,联想（Lenovo）联想扬天V110,2-2.5kg,none,none,小于5小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,高性能游戏独立显卡
5599.0,//item.jd.com/100009691770.html,惠普星15,1.5-2kg,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,2GB,none,none,none
7599.0,//item.jd.com/100009149674.html,宏碁Concept-D,2-2.5kg,20.0mm以上,none,none,中国大陆,none,Windows 10,4GB,16G,512G SSD,入门级游戏独立显卡
8999.0,//item.jd.com/55296807789.html,ThinkPadX1 Carbon,1-1.5KG,15.1mm—18.0mm,none,5-7小时,none,none,Windows 10,none,none,none,none
3299.0,//item.jd.com/53066721080.html,联想（Lenovo）联想扬天V110,2-2.5kg,none,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,高性能游戏独立显卡
5799.0,//item.jd.com/56062258905.html,惠普（HP）cs3032TX/cs3037TX/cs3038TX/cs3040TX,1.5-2kg,15.1mm—18.0mm,none,9小时以上,none,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
13288.0,//item.jd.com/69068621850.html,ThinkPadThinkPad X1 Carbon 2019,1-1.5KG,15.0mm及以下,none,5-7小时,none,none,Windows 10,共享系统内存（集成）,16G,512G SSD,集成显卡
7699.0,//item.jd.com/100002584788.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
11999.0,//item.jd.com/100006365925.html,LGgram,none,15.1mm—18.0mm,16英寸及以上,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
10009.0,//item.jd.com/100009230442.html,雷蛇灵刃潜行版,1-1.5KG,none,none,9小时以上,中国大陆,none,Windows 10,none,16G,256G SSD,集成显卡
7099.0,//item.jd.com/55325663401.html,惠普（HP）13-aq1014TX/13-aq1013TU,1-1.5KG,15.1mm—18.0mm,none,＞12小时,none,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
2399.0,//item.jd.com/100011851224.html,宏碁Extensa,none,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,none,4G,256G SSD,集成显卡
18899.0,//item.jd.com/100010816690.html,VAIOVJS142C0111R,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,9小时以上,日本,其他,Windows 10,none,16G,none,集成显卡
7999.0,//item.jd.com/100004168325.html,雷神911MT,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,6G,8G,512G SSD,RTX2060
5599.0,//item.jd.com/51559132224.html,联想（Lenovo）联想扬天S540,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,7-9小时,中国大陆,none,none,2GB,16G,512G SSD,高性能游戏独立显卡
8999.0,//item.jd.com/100006611322.html,ThinkPadX1 Carbon,1-1.5KG,15.0mm及以下,14-14.9英寸,none,中国大陆,none,Windows 10,none,8G,256G SSD,集成显卡
7949.0,//item.jd.com/65173578147.html,ThinkPadS2 2020,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
3899.0,//item.jd.com/100012568956.html,ThinkPadE14,1.5-2kg,20.0mm以上,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD,集成显卡
6399.0,//item.jd.com/100007121533.html,ThinkPadE系列,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,2GB,8G,256G SSD+1T HDD,AMD RX系列
14999.0,//item.jd.com/100006611304.html,ThinkPadX1 Yoga,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
8749.0,//item.jd.com/46341343513.html,ThinkPadT590,none,none,none,none,none,none,Windows 10,none,none,none,none
13999.0,//item.jd.com/100006800517.html,ThinkPadT490,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,2GB,8G,none,入门级游戏独立显卡
13499.0,//item.jd.com/100012773524.html,微星绝影2 GS66,2-2.5kg,20.0mm以下,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,6G,16G,512G SSD,RTX2060
7999.0,//item.jd.com/100004501782.html,ThinkPadT,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD,入门级游戏独立显卡
3499.0,//item.jd.com/100004475800.html,联想D330,none,9.1mm-11mm,none,none,中国大陆,none,windows,none,none,none,none
13699.0,//item.jd.com/100010262414.html,华为MateBook X Pro,1-1.5KG,15.0mm及以下,13-13.9英寸,none,中国大陆,none,其他,none,16G,none,入门级游戏独立显卡
7299.0,//item.jd.com/100006393839.html,三星730系列,1-1.5KG,15.0mm及以下,13-13.9英寸,none,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
10009.0,//item.jd.com/100001749921.html,雷蛇灵刃13.3,1-1.5KG,20.0mm以下,13.3英寸,7-9小时,中国大陆,100%sRGB,windows 10 不带Office,4G,16G,512G SSD,其他
4199.0,//item.jd.com/100012220824.html,华硕Y4200,none,18.1mm—20.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,4G,256G SSD,其他
5799.0,//item.jd.com/100002925894.html,ThinkPadE590,2-2.5kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,128G SSD+1T HDD,入门级游戏独立显卡
4799.0,//item.jd.com/65882221052.html,ThinkPadS2 2020,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
9999.0,//item.jd.com/68505498366.html,ThinkPadThinkPad X1 Yoga 2019,none,15.1mm—18.0mm,none,none,none,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
3199.0,//item.jd.com/45852594123.html,联想（Lenovo）联想扬天V110,1.5-2kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,none,8G,256G SSD,none
39699.0,//item.jd.com/100003803855.html,外星人ALW17M,2.5kg以上,20.0mm以下,17.3英寸,小于5小时,中国大陆,none,windows 10 Office,8G,16G,none,RTX MaxQ
5699.0,//item.jd.com/100010756268.html,联想Yoga,1-1.5KG,15.0mm及以下,14-14.9英寸,7-9小时,中国大陆,72%NTSC,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
9999.0,//item.jd.com/100007619174.html,ThinkPadP,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,2GB,8G,512G SSD,其他
6199.0,//item.jd.com/100003395771.html,雷神911Air星战,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,3G,8G,512G SSD,GTX1050
1169.0,//item.jd.com/100008100130.html,中柏EZpad4s,none,7.1mm-9mm,10.1英寸,none,中国大陆,none,windows,none,none,none,none
25999.0,//item.jd.com/100003803867.html,外星人ALW15M,2-2.5kg,20.0mm以下,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,8G,16G,none,RTX MaxQ
19458.0,//item.jd.com/100005855486.html,AppleMacBook Pro 15.4,1.5-2kg,none,none,9小时以上,中国大陆,none,MAC,none,none,none,集成显卡
5799.0,//item.jd.com/100010373876.html,ThinkPadE15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,none,8G,128G SSD+1T HDD,AMD RX系列
3699.0,//item.jd.com/100009482908.html,华为荣耀MagicBook,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,DOS/Linux,none,none,none,none
8999.0,//item.jd.com/7650101.html,雷蛇灵刃15精英版,2-2.5kg,20.0mm以下,15.6英寸,5-7小时,中国大陆,none,none,6G,none,none,none
4199.0,//item.jd.com/67155868851.html,华硕（ASUS）Y5200JB,none,20.0mm以上,none,none,none,none,Windows 10,2GB,4G,256G SSD,入门级游戏独立显卡
7399.0,//item.jd.com/100003076174.html,LGgram,none,15.0mm及以下,14-14.9英寸,none,中国大陆,none,Windows 10,none,8G,256G SSD,其他
4399.0,//item.jd.com/45849640368.html,联想（Lenovo）联想扬天V130,1.5-2kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,none,8G,256G SSD+1T HDD,高性能游戏独立显卡
5299.0,//item.jd.com/100011905538.html,微星Alpha 15,2-2.5kg,25.0mm以上,15.6英寸,小于5小时,中国大陆,none,windows 10 不带Office,4G,8G,512G SSD,AMD RX系列
6499.0,//item.jd.com/54654869755.html,雷神（ThundeRobot）雷神911GTS巨兽2代,2.5kg以上,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,4G,8G,128G SSD+1T HDD,GTX1650
4999.0,//item.jd.com/100006125741.html,宏碁Extensa,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,12G,512G SSD,MX250
4599.0,//item.jd.com/100008792660.html,戴尔灵越燃,1.5-2kg,18.1mm—20.0mm,none,9小时以上,中国大陆,none,Windows 10,none,8G,256G SSD,集成显卡
7599.0,//item.jd.com/67277767962.html,机械师（MACHENIKE）T90-PLUS-T,none,20.0mm以上,none,none,none,none,Windows 10,none,16G,256G SSD+1T HDD,GTX1650Ti
6198.0,//item.jd.com/48976581388.html,联想（Lenovo）拯救者R7000,2-2.5kg,25.0mm以上,15.6英寸,7-9小时,中国大陆,none,windows 10 Office,4G,16G,512G SSD,其他
4099.0,//item.jd.com/100008895090.html,机械革命S1,1-1.5KG,18.1mm—20.0mm,14-14.9英寸,9小时以上,中国大陆,其他,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
5699.0,//item.jd.com/100007729110.html,华为荣耀MagicBook,1-1.5KG,15.1mm—18.0mm,14-14.9英寸,＞12小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
20499.0,//item.jd.com/100006771899.html,微星强袭GE75游戏本,2.5kg以上,25.0mm以上,17.3英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,8G,16G,512G SSD+1T HDD,RTX Super
6999.0,//item.jd.com/100002942753.html,宏碁TraveMate,小于1KG,15.0mm及以下,14-14.9英寸,9小时以上,中国大陆,none,Windows 10,none,16G,512G SSD,集成显卡
7199.0,//item.jd.com/66643063859.html,华硕（ASUS）UX3000FA,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,16G,512G SSD,集成显卡
8099.0,//item.jd.com/100006691549.html,机械师F117-V,2-2.5kg,20.0mm—25.0mm,15.6英寸,小于5小时,中国大陆,none,其他,6G,8G,512G SSD,RTX2060
7799.0,//item.jd.com/100004421717.html,雷神新911,2-2.5kg,20.0mm—25.0mm,17.3英寸,小于5小时,中国大陆,none,windows 10 不带Office,6G,8G,512G SSD,GTX1660Ti
7388.0,//item.jd.com/100005291643.html,微软Surface Pro,none,7.1mm-9mm,其他,none,中国大陆,none,windows,none,none,none,none
8199.0,//item.jd.com/100011410518.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD+1T HDD,入门级游戏独立显卡
6599.0,//item.jd.com/100008641670.html,ThinkPadThinkBook,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,none,中国大陆,none,Windows 10,none,8G,512G SSD,AMD R系列
7899.0,//item.jd.com/100003985809.html,戴尔G3,2-2.5kg,20.0mm—25.0mm,15.6英寸,9小时以上,中国大陆,none,windows 10 Office,4G,8G,none,GTX1650
18288.0,//item.jd.com/100005291647.html,微软Surface Pro,none,7.1mm-9mm,12.3英寸,none,中国大陆,none,windows,none,none,none,none
4699.0,//item.jd.com/100006276149.html,华硕Vivobook 系列,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,入门级游戏独立显卡
6999.0,//item.jd.com/65354864554.html,ThinkPad E15 15.6英寸,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
8999.0,//item.jd.com/100008656644.html,ThinkPadT590,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
3828.0,//item.jd.com/100012817692.html,宏碁传奇,1-1.5KG,20.0mm以上,none,none,中国大陆,none,Windows 10,none,8G,512G SSD,none
13488.0,//item.jd.com/100009972396.html,微软Surface Laptop 3,1.5-2kg,15.0mm及以下,15-15.9英寸,9小时以上,中国大陆,none,Windows 10,none,16G,256G SSD,集成显卡
4499.0,//item.jd.com/100005504030.html,小米Ruby,2-2.5kg,18.1mm—20.0mm,none,5-7小时,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
7699.0,//item.jd.com/5595307.html,联想MIIX520,none,none,12.2英寸,none,中国大陆,none,windows,none,none,none,none
7999.0,//item.jd.com/100003076188.html,LGgram,none,none,none,none,中国大陆,none,Windows 10,none,none,none,none
6799.0,//item.jd.com/100011217964.html,ThinkPadE15,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,128G SSD+1T HDD,入门级游戏独立显卡
5399.0,//item.jd.com/100002772501.html,小米Air13,1-1.5KG,none,none,7-9小时,中国大陆,none,Windows 10,2GB,8G,256G SSD,入门级游戏独立显卡
6399.0,//item.jd.com/65652350804.html,ThinkPad ThinkPad S3锋芒 2020,none,15.1mm—18.0mm,none,none,none,none,Windows 10,2GB,none,none,入门级游戏独立显卡
9299.0,//item.jd.com/100006359849.html,LGgram,none,15.1mm—18.0mm,15-15.9英寸,none,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
2899.0,//item.jd.com/45852594119.html,联想（Lenovo）联想扬天V110,1.5-2kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,none,8G,none,none
6099.0,//item.jd.com/100000543874.html,ThinkPad翼480,1.5-2kg,18.1mm—20.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
5699.0,//item.jd.com/100012755170.html,ThinkPadE14,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,128G SSD+1T HDD,入门级游戏独立显卡
8299.0,//item.jd.com/100011517222.html,LGgram,none,15.1mm—18.0mm,14-14.9英寸,none,中国大陆,none,Windows 10,none,8G,256G SSD,集成显卡
6899.0,//item.jd.com/62875777094.html,联想（Lenovo）联想扬天V340,1.5-2kg,18.1mm—20.0mm,15-15.9英寸,7-9小时,none,none,Windows 10,2GB,16G,512G SSD+1T HDD,高性能游戏独立显卡
3399.0,//item.jd.com/100010711532.html,联想340C,1.5-2kg,18.1mm—20.0mm,none,5-7小时,中国大陆,none,Windows 10,none,8G,256G SSD,none
12699.0,//item.jd.com/100010755486.html,联想Yoga,1-1.5KG,none,none,7-9小时,中国大陆,none,Windows 10,none,none,none,none
3299.0,//item.jd.com/43674800852.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,高性能游戏独立显卡
11499.0,//item.jd.com/100005626917.html,惠普HP EliteBook系列,1-1.5KG,15.1mm—18.0mm,none,none,中国大陆,none,Windows 10,共享系统内存（集成）,8G,512G SSD,集成显卡
5299.0,//item.jd.com/51559132223.html,联想（Lenovo）联想扬天S540,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,7-9小时,中国大陆,none,none,2GB,16G,256G SSD,高性能游戏独立显卡
3999.0,//item.jd.com/100003052985.html,联想小新,1.5-2kg,15.1mm—18.0mm,none,7-9小时,中国大陆,none,Windows 10,none,8G,256G SSD+1T HDD,集成显卡
6399.0,//item.jd.com/100006189247.html,华为MateBook 14,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,＞12小时,中国大陆,none,Windows 10,2GB,16G,512G SSD,入门级游戏独立显卡
7399.0,//item.jd.com/100011410520.html,ThinkPadS2,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,集成显卡
3299.0,//item.jd.com/46372234089.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,高性能游戏独立显卡
6999.0,//item.jd.com/64147357353.html,ThinkPad ThinkPad S3锋芒 2020,none,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
4999.0,//item.jd.com/100012060886.html,ThinkPadS3,1.5-2kg,15.1mm—18.0mm,14-14.9英寸,5-7小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
14999.0,//item.jd.com/100007154202.html,宏碁PH317,2.5kg以上,20.0mm—25.0mm,17.3英寸,5-7小时,中国大陆,72%NTSC,windows 10 Office,6G,16G,512G SSD,RTX2060
4599.0,//item.jd.com/100004771273.html,戴尔灵越5000,1.5-2kg,15.1mm—18.0mm,none,5-7小时,中国大陆,none,Windows 10,2GB,8G,512G SSD,入门级游戏独立显卡
21999.0,//item.jd.com/100012773512.html,微星绝影2 GS66,2-2.5kg,20.0mm以下,15.6英寸,小于5小时,中国大陆,72%NTSC,windows 10 不带Office,8G,16G,none,RTX MaxQ
6999.0,//item.jd.com/52608332568.html,雷神（ThundeRobot）雷神911Masterbook,1.5-2kg,20.0mm—25.0mm,none,小于5小时,中国大陆,none,none,4G,8G,512G SSD,GTX1650
5199.0,//item.jd.com/100008895084.html,机械革命S1Plus,1.5-2kg,15.1mm—18.0mm,15-15.9英寸,＞12小时,中国大陆,none,Windows 10,none,8G,512G SSD,入门级游戏独立显卡
4999.0,//item.jd.com/67042273976.html,ThinkPad2019 S3锋芒,1.5-2kg,15.1mm—18.0mm,none,none,none,none,Windows 10,none,none,none,none
3799.0,//item.jd.com/48375785734.html,联想（Lenovo）联想扬天V330,2-2.5kg,18.1mm—20.0mm,none,小于5小时,中国大陆,none,Windows 10,2GB,4G,none,高性能游戏独立显卡
5199.0,//item.jd.com/100005039095.html,惠普星13,1-1.5KG,15.1mm—18.0mm,13-13.9英寸,9小时以上,中国大陆,none,Windows 10,其它,8G,none,集成显卡
